id,organization_type,staff,population,reporting_year,total_scope_1,total_scope_2,total_scope_3
4135,1,734.0,,2018.0,1944.0,105.0,2020.0
4140,2,667.0,,2018.0,952.0,1242.0,251.0
4142,1,5000.0,,2018.0,6671.0,413.0,0.0
4143,1,3392.0,,2018.0,523.0,846.0,21893.0
4145,1,2184.0,,2018.0,634.0,450.0,727.0
4147,1,1350.0,,2018.0,357900.0,154550.0,0.0
4160,2,999.0,,2017.0,525.0,161.0,5301.0
4164,1,1561.0,,2018.0,520.0,347.0,1686.0
4168,1,695.0,,2018.0,7302.0,652.0,0.0
4176,2,787.0,,2018.0,79392.0,2344.0,29712.0
4177,1,2814.0,,2018.0,734.0,196.0,0.0
4178,2,2066.0,,2018.0,3086.0,5583.0,1058.0
4179,2,699.0,,2018.0,1415.0,76.0,178.0
4184,2,1645.0,,2018.0,780.0,1422.0,0.0
4185,1,2473.0,,2018.0,3710.0,445.0,535.0
4187,1,1195.0,,2018.0,3557.0,1800.0,0.0
4189,1,1420.0,,2018.0,50678.0,2.0,0.0
4190,1,630.0,,2018.0,420.0,93.0,410.0
4194,2,2264.0,,2018.0,1528.0,350.0,459.0
4197,1,354.0,,2018.0,491.0,1198.0,358.0
4199,1,279.0,,2018.0,415.0,1296.0,358.0
4204,1,1476.0,,2019.0,5.0,176.0,34942.0
4205,2,750.0,,2018.0,66810.0,3620.0,33175.0
4209,1,14000.0,,2018.0,3692.0,7299.0,0.0
4210,2,925.0,,2017.0,7426.0,640.0,12463.0
4212,3,1068.0,59000.0,2018.0,3607.0,60.0,24392.0
4213,3,490.0,90000.0,2017.0,3897.0,847.0,0.0
4214,1,1809.0,,2019.0,1495.0,486.0,16195.0
4216,1,3226.0,,2018.0,1268.0,734.0,27969.0
4221,1,996.0,,2019.0,9722.0,7541.0,0.0
4222,1,1569.0,,2018.0,1002.0,422.0,10927.0
4223,1,690.0,,2018.0,4446.0,338.0,64932.0
4224,1,1500.0,,2018.0,7854.0,3007.0,0.0
4227,2,1463.0,,2018.0,441.0,52.0,292.0
4228,2,160.0,,2016.0,219.0,9.0,43.0
4230,1,1725.0,,2018.0,555.0,436.0,11724.0
4231,1,1241.0,,2018.0,109.0,285.0,746.0
4237,1,720.0,,2018.0,2034.0,44.0,0.0
4239,2,2684.0,,2018.0,3169.0,6828.0,988.0
4240,1,7800.0,,2019.0,7850.0,1126.0,1644.0
4241,1,1395.0,,2018.0,987.0,2.0,175.0
4252,1,525.0,,2018.0,2132.0,46.0,0.0
4253,3,2333.0,656643.0,2018.0,10190.0,821.0,17149.0
4256,1,970.0,,2018.0,2334.0,457.0,3289.0
4259,1,3400.0,,2018.0,4240.0,4777.0,541.0
4263,1,630.0,,2018.0,650.0,174.0,541.0
4264,1,1808.0,,2018.0,5073.0,708.0,0.0
4265,1,616.0,,2019.0,3339.0,308.0,0.0
4266,1,1291.0,,2018.0,2046.0,308.0,12245.0
4272,1,1828.0,,2018.0,205.0,324.0,483.0
4273,2,1910.0,,2018.0,2298.0,379.0,16549.0
4277,1,4500.0,,2018.0,6530.0,1942.0,0.0
4280,1,520.0,,2018.0,9302.0,241.0,0.0
4283,1,541.0,,2018.0,5941.0,89.0,0.0
4284,1,451.0,,2018.0,820.0,26.0,6770.0
4285,1,2170.0,,2018.0,289.0,217.0,0.0
4286,1,691.0,,2018.0,9481.0,212.0,2503.0
4287,1,2472.0,,2018.0,1381.0,528.0,1879.0
4288,1,1192.0,,2018.0,3747.0,751.0,1.0
4289,1,582.0,,2018.0,44.0,219.0,4803.0
4290,1,1036.0,,2018.0,11485.0,704.0,2.0
4291,1,489.0,,2018.0,5926.0,217.0,0.0
4295,1,1005.0,,2018.0,772.0,141.0,648.0
4297,1,563.0,,2018.0,614.0,559.0,0.0
4298,1,2745.0,,2018.0,5396.0,899.0,0.0
4300,1,1109.0,,2018.0,502.0,208.0,710.0
4301,1,2300.0,,2018.0,1011.0,561.0,1676.0
4307,1,3015.0,,2018.0,1914.0,1094.0,0.0
4311,1,554.0,,2018.0,1475.0,289.0,0.0
4312,1,729.0,,2018.0,3407.0,477.0,0.0
4314,1,876.0,,2018.0,1282.0,731.0,0.0
4315,1,1000.0,,2018.0,21.0,142.0,0.0
4316,1,1849.0,,2019.0,20485.0,2134.0,0.0
4319,1,1370.0,,2018.0,3816.0,206.0,6706.0
4320,1,2413.0,,2018.0,669.0,37.0,7975.0
4321,1,500.0,,2019.0,240.0,13.0,67.0
4322,1,1560.0,,2018.0,297.0,356.0,10262.0
4326,1,666.0,,2018.0,468.0,12.0,1320.0
4327,1,4537.0,,2018.0,6014.0,364.0,7460.0
4331,1,247.0,,2018.0,220.0,8.0,809.0
4332,1,4138.0,,2018.0,51985.0,13563.0,0.0
4333,1,560.0,,2018.0,277.0,24.0,1081.0
4334,1,93.0,,2018.0,97.0,4.0,69.0
4335,1,1359.0,,2018.0,657.0,255.0,11895.0
4337,1,2255.0,,2018.0,823.0,753.0,17950.0
4340,1,20000.0,,2018.0,4123.0,4680.0,0.0
4341,1,2000.0,,2018.0,4329.0,522.0,0.0
4343,1,530.0,,2018.0,1539.0,89.0,1682.0
4345,1,1763.0,,2014.0,885.0,492.0,14113.0
4346,1,1657.0,,2018.0,725.0,496.0,11961.0
4347,1,7164.0,,2019.0,10977.0,1665.0,0.0
4348,1,413.0,,2019.0,245.0,6568.0,0.0
4349,1,1091.0,,2019.0,2368.0,135.0,0.0
4350,2,826.0,,2018.0,5330.0,1365.0,0.0
4354,1,1395.0,,2018.0,358.0,375.0,0.0
4356,1,2200.0,,2018.0,9490.0,357.0,0.0
4358,1,520.0,,2019.0,3.0,174.0,0.0
4360,1,1678.0,,2018.0,29148.0,2815.0,0.0
4361,1,1231.0,,2018.0,21390.0,3883.0,0.0
4362,1,601.0,,2018.0,198.0,128.0,391.0
4364,1,4572.0,,2018.0,1204.0,2131.0,31718.0
4365,1,2787.0,,2018.0,479.0,56.0,0.0
4370,1,7656.0,,2018.0,3864.0,961.0,2678.0
4372,1,3441.0,,2018.0,1265.0,190.0,1388.0
4373,1,1093.0,,2018.0,514.0,9.0,666.0
4375,1,564.0,,2018.0,1847.0,98.0,1469.0
4381,1,574.0,,2018.0,6996.0,93.0,0.0
4382,1,642.0,,2018.0,2718.0,33.0,0.0
4383,1,2232.0,,2018.0,600.0,618.0,18243.0
4384,1,654.0,,2018.0,112.0,210.0,0.0
4385,1,510.0,,2019.0,13142.0,4883.0,0.0
4386,1,550.0,,2018.0,540.0,51.0,785.0
4387,3,2626.0,559000.0,2018.0,3816.0,2.0,46064.0
4389,2,4487.0,,2018.0,11593.0,741.0,1264.0
4390,1,6900.0,,2018.0,10059.0,2991.0,0.0
4391,1,501.0,,2018.0,3942.0,119342.0,0.0
4392,1,530.0,,2018.0,771.0,229.0,0.0
4393,1,530.0,,2018.0,774.0,230.0,0.0
4395,1,760.0,,2018.0,2574.0,326.0,0.0
4396,1,2944.0,,2018.0,3972.0,797.0,0.0
4398,1,750.0,,2018.0,1688.0,369.0,0.0
4400,1,543.0,,2018.0,2246.0,414.0,0.0
4401,1,671.0,,2018.0,7644.0,63.0,0.0
4403,1,600.0,,2018.0,430.0,296.0,0.0
4404,1,1027.0,,2018.0,114.0,154.0,0.0
4405,1,1392.0,,2018.0,267.0,37.0,0.0
4408,1,545.0,,2018.0,5572.0,104.0,0.0
4409,1,196.0,,2018.0,89.0,31.0,209.0
4413,1,1200.0,,2018.0,1180.0,166.0,0.0
4415,1,2437.0,,2018.0,37814.0,34084.0,315768.0
4416,1,1407.0,,2019.0,4008.0,7009.0,0.0
4418,3,460.0,69413.0,2019.0,3026.0,58.0,791.0
4423,1,4978.0,,2018.0,2977.0,6536.0,0.0
4430,1,1687.0,,2018.0,13370.0,11995.0,7904.0
4435,1,668.0,,2018.0,902.0,1832.0,0.0
4439,1,715.0,,2018.0,5049.0,282.0,0.0
4440,1,1729.0,,2018.0,1930.0,576.0,0.0
4443,1,690.0,,2018.0,6049.0,785.0,140102.0
4447,1,3677.0,,2019.0,25445.0,712.0,0.0
4448,3,260.0,158000.0,2018.0,1542.0,1695.0,2411.0
4449,1,5922.0,,2018.0,2908.0,1033.0,3397.0
4451,1,925.0,,2018.0,1696.0,729.0,0.0
4452,1,1278.0,,2019.0,3260.0,1000.0,0.0
4453,3,1647.0,85000.0,2018.0,2472.0,2180.0,12207.0
4454,1,44000.0,,2018.0,14165855.0,22202.0,0.0
4455,2,2303.0,,2018.0,5180.0,370.0,823.0
4456,3,6662.0,1556663.0,2017.0,16467.0,1715.0,99484.0
4461,1,12000.0,,2018.0,3068359.0,39086.0,640526.0
4462,1,18870.0,,2018.0,127830.0,2198.0,0.0
4464,1,800.0,,2018.0,4144128.0,1212128.0,0.0
4466,1,494.0,,2019.0,318929.0,1692.0,0.0
4467,1,764.0,,2018.0,3540.0,166.0,0.0
4478,1,950.0,,2018.0,3137.0,384.0,0.0
4479,1,1117.0,,2018.0,3549951.0,16443.0,0.0
4480,1,1016.0,,2018.0,5185.0,254.0,1359.0
4482,1,1289.0,,2018.0,3657.0,643.0,0.0
4488,1,623.0,,2018.0,2373.0,29.0,0.0
4489,2,664.0,,2018.0,297.0,53.0,105.0
4491,1,2096.0,,2018.0,4337.0,1512.0,0.0
4495,2,1571.0,,2018.0,2386.0,161.0,314.0
4496,1,1042.0,,2019.0,4574.0,7060.0,0.0
4498,1,2400.0,,2018.0,4271.0,233.0,0.0
4499,1,688.0,,2018.0,4558.0,1449.0,0.0
4506,1,570.0,,2018.0,287.0,56.0,0.0
4509,1,3096.0,,2018.0,49189.0,473.0,0.0
4511,1,10812.0,,2018.0,213.0,403.0,6751.0
4515,2,2808.0,,2019.0,144903.0,67531.0,0.0
4520,1,862.0,,2018.0,1387.0,360.0,28660.0
4523,1,1550.0,,2018.0,6092.0,22409.0,0.0
4524,1,877.0,,2018.0,609.0,461.0,0.0
4527,1,483.0,,2019.0,,,
4530,1,9314.0,,2018.0,3344.0,3060.0,6656.0
4532,2,1350.0,,2018.0,491.0,560.0,2133.0
4533,1,714.0,,2019.0,1236.0,469.0,5573.0
4535,1,700.0,,2018.0,3789.0,582.0,0.0
4544,1,2200.0,,2018.0,27073.0,1713.0,0.0
4546,1,598.0,,2018.0,1611.0,43.0,0.0
4548,1,506.0,,2018.0,620.0,866.0,9380864.0
4551,1,2100.0,,2018.0,32417.0,1731.0,0.0
4552,1,1055.0,,2019.0,765423.0,28.0,91857.0
4553,1,1796.0,,2018.0,1336.0,485.0,15994.0
4554,1,489.0,,2018.0,4011.0,657.0,0.0
4555,1,32200.0,,2018.0,211221.0,24213.0,0.0
4556,1,500.0,,2018.0,1316.0,57.0,0.0
4557,1,6670.0,,2018.0,14024.0,1045.0,0.0
4559,1,530.0,,2018.0,2303.0,353.0,0.0
4564,1,1500.0,,2018.0,1444566.0,7009.0,0.0
4567,1,3950.0,,2018.0,1207.0,752.0,1932.0
4568,1,976.0,,2018.0,11823.0,4616.0,0.0
4570,1,1677.0,,2018.0,13384.0,1745.0,0.0
4571,1,2434.0,,2018.0,14692.0,2200.0,0.0
4573,1,995.0,,2018.0,2401.0,61.0,0.0
4574,1,919.0,,2018.0,4387.0,873.0,0.0
4577,1,536.0,,2019.0,3352.0,3318.0,0.0
4579,1,7532.0,,2018.0,234060.0,6296.0,60418.0
4580,1,998.0,,2018.0,998.0,66.0,0.0
4581,1,867.0,,2018.0,1005.0,102.0,473.0
4584,2,910.0,,2018.0,2230.0,246.0,0.0
4587,1,570.0,,2018.0,2063.0,123.0,0.0
4589,1,1388.0,,2018.0,4703.0,4747.0,0.0
4591,1,2047.0,,2018.0,1378.0,746.0,0.0
4593,1,9000.0,,2017.0,24347.0,68244.0,50460.0
4595,1,9978.0,,2018.0,1365.0,1753.0,31410.0
4596,1,1031.0,,2018.0,201003.0,32210.0,0.0
4599,1,495.0,,2018.0,1846.0,65.0,0.0
4600,1,700.0,,2019.0,1371.0,393.0,31395.0
4602,1,708.0,,2018.0,148.0,176.0,100.0
4603,4,6182.0,,2018.0,10984.0,465.0,2757.0
4605,1,862.0,,2018.0,163.0,261.0,4267.0
4610,1,589.0,,2018.0,506.0,277.0,314.0
4616,1,35000.0,,2018.0,79493.0,22671.0,370193.0
4617,1,9598.0,,2018.0,12492.0,2522.0,11803.0
4619,1,2393.0,,2018.0,10804.0,1072.0,0.0
4620,1,2963.0,,2018.0,3213.0,727.0,981.0
4621,1,683.0,,2018.0,152.0,61.0,0.0
4622,1,2967.0,,2018.0,1178.0,948.0,27490.0
4623,1,3745.0,,2018.0,34408.0,8130.0,0.0
4624,1,165790.0,,2018.0,35699735.0,470025.0,111493567.0
4626,1,732.0,,2018.0,9206.0,219.0,0.0
4627,1,5519.0,,2018.0,35754.0,8874.0,0.0
4631,1,683.0,,2018.0,7160.0,197.0,0.0
4633,1,752.0,,2018.0,1256.0,204.0,183.0
4634,1,1998.0,,2018.0,24012.0,574.0,0.0
4635,1,7302.0,,2018.0,78868.0,2400.0,0.0
4640,1,735.0,,2018.0,2229.0,25.0,0.0
4641,1,2969.0,,2018.0,21852.0,6199.0,0.0
4644,1,5567.0,,2018.0,6055.0,949.0,0.0
4648,1,580.0,,2018.0,291.0,192.0,409.0
4650,2,1999.0,,2018.0,2071.0,286.0,0.0
4651,1,1560.0,,2018.0,75361.0,11347.0,0.0
4653,1,598.0,,2018.0,83.0,14.0,0.0
4654,1,830.0,,2018.0,296.0,199.0,165.0
4655,1,700.0,,2018.0,2067.0,56.0,0.0
4656,1,6100.0,,2018.0,52166.0,1144.0,0.0
4657,1,3000.0,,2018.0,1716.0,66.0,452.0
4658,2,789.0,,2018.0,528.0,257.0,0.0
4659,1,13500.0,,2018.0,306.0,421.0,1047.0
4661,1,1069.0,,2018.0,23998.0,1042.0,0.0
4663,1,1270.0,,2018.0,3234.0,422.0,3013.0
4664,1,627.0,,2018.0,1546.0,56.0,0.0
4666,1,1851.0,,2018.0,6472.0,1236.0,0.0
4667,1,520.0,,2020.0,28537996.0,5698.0,0.0
4669,1,1185.0,,2018.0,91.0,251.0,722.0
4673,1,3285.0,,2019.0,1322.0,3807.0,0.0
4674,1,3000.0,,2018.0,9655.0,350.0,2526.0
4676,1,981.0,,2018.0,13686.0,1833.0,0.0
4677,1,1267.0,,2018.0,3456.0,571.0,0.0
4678,1,744.0,,2018.0,1307.0,52.0,0.0
4680,1,1243.0,,2018.0,10361.0,54.0,0.0
4682,2,1324.0,,2018.0,1365.0,39.0,325.0
4683,1,949.0,,2019.0,445.0,149.0,3243.0
4687,1,428.0,,2018.0,533.0,96.0,110.0
4689,5,3029.0,,2018.0,5493.0,877.0,0.0
4691,1,1100.0,,2018.0,2189.0,58.0,521.0
4692,1,2020.0,,2018.0,18554.0,1844.0,0.0
4693,1,659.0,,2018.0,1479.0,619.0,0.0
4698,1,5000.0,,2018.0,12490.0,542.0,0.0
4699,1,1232.0,,2018.0,5338.0,150.0,9464.0
4701,1,498.0,,2018.0,855.0,9122.0,2076.0
4705,1,1562.0,,2018.0,2219.0,176.0,4846.0
4706,1,8000.0,,2019.0,4227.0,2743.0,1236785.0
4707,1,1961.0,,2018.0,9.0,431.0,620.0
4708,1,13379.0,,2018.0,7076.0,368.0,0.0
4709,1,910.0,,2018.0,145.0,13.0,0.0
4710,1,1423.0,,2018.0,881.0,331.0,5258.0
4713,3,7778.0,268581.0,2018.0,7886.0,2526.0,42031.0
4715,1,2530.0,,2018.0,992.0,185.0,170.0
4720,3,7489.0,2600000.0,2018.0,31862.0,1964.0,85097.0
4727,5,1841.0,,2018.0,204.0,5.0,665.0
4732,1,800.0,,2018.0,33014.0,7010.0,0.0
4739,1,632.0,,2018.0,389.0,171.0,0.0
4747,1,687.0,,2018.0,13539.0,150.0,0.0
4750,1,2969.0,,2018.0,39696.0,4785.0,8832.0
4751,2,423.0,,2020.0,1529.0,1096.0,2685.0
4752,1,569.0,,2018.0,14141.0,1667.0,2820.0
4753,1,1779.0,,2018.0,3272.0,2634.0,1822.0
4754,1,7500.0,,2018.0,2467.0,2890.0,0.0
4756,1,273.0,,2018.0,249.0,5979.0,643.0
4758,1,10500.0,,2018.0,50230.0,50595.0,0.0
4761,1,364.0,,2018.0,3815.0,836.0,877.0
4762,1,6617.0,,2018.0,8500.0,3486.0,0.0
4765,1,849.0,,2019.0,4109.0,3565.0,0.0
4771,1,2160.0,,2018.0,2388.0,372.0,4128.0
4774,1,448.0,,2016.0,5554.0,566.0,1108.0
4779,1,803.0,,2014.0,291.0,60.0,4202.0
4781,1,850.0,,2019.0,205.0,1983.0,7610.0
4784,1,609.0,,2019.0,525467.0,224185.0,0.0
4788,1,3539.0,,2018.0,11381.0,369.0,0.0
4791,2,2000.0,,2018.0,2565.0,301.0,696.0
4796,1,662.0,,2018.0,1587.0,1019.0,679.0
4797,3,900.0,205000.0,2017.0,7197.0,979.0,0.0
4798,1,822.0,,2018.0,10419.0,375.0,11181.0
4803,1,6000.0,,2018.0,26789.0,1802.0,7485.0
4806,3,52553.0,2210875.0,2018.0,55417.0,46229.0,142833.0
4810,1,660.0,,2018.0,232.0,68.0,0.0
4816,3,3000.0,162000.0,2019.0,3163.0,312.0,0.0
4817,2,561.0,,2018.0,3145.0,681.0,944.0
4818,1,3544.0,,2019.0,1080.0,108.0,0.0
4825,1,5400.0,,2018.0,6134.0,5537.0,0.0
4829,1,751.0,,2018.0,39.0,143.0,1844.0
4832,1,800.0,,2018.0,340.0,172.0,0.0
4833,1,5300.0,,2018.0,3174.0,1957.0,0.0
4838,1,999.0,,2018.0,16246.0,17171.0,0.0
4839,1,1140.0,,2018.0,1442.0,759.0,0.0
4843,1,1847.0,,2018.0,41399.0,3820.0,8173.0
4844,1,13342.0,,2018.0,548.0,521.0,69135.0
4849,3,2100.0,528016.0,2017.0,7561.0,924.0,24750.0
4850,1,1297.0,,2018.0,3438828.0,28287.0,0.0
4855,3,160.0,63070.0,2018.0,642.0,67.0,11568.0
4857,3,2977.0,172769.0,2018.0,8354.0,3891.0,0.0
4860,1,693.0,,2018.0,364.0,381.0,0.0
4861,1,945.0,,2019.0,2731.0,142.0,640.0
4866,1,1481.0,,2018.0,56.0,70.0,9466.0
4869,1,2008.0,,2018.0,1541.0,407.0,26673.0
4873,1,537.0,,2017.0,1126.0,315.0,223.0
4875,1,933.0,,2018.0,139367.0,41956.0,85891.0
4885,1,3.0,,2018.0,,,
4890,1,860.0,,2018.0,1415.0,341.0,0.0
4891,1,2099.0,,2019.0,3533.0,589.0,0.0
4893,3,1800.0,59200.0,2019.0,1433.0,1413.0,0.0
4897,1,889.0,,2018.0,30.0,110.0,5068.0
4898,1,1750.0,,2018.0,41.0,20.0,7989.0
4899,1,630.0,,2016.0,2226.0,541.0,0.0
4900,1,460.0,,2018.0,4333.0,32.0,0.0
4901,1,566.0,,2018.0,10678.0,1235.0,2435.0
4907,1,566.0,,2019.0,190.0,978.0,26.0
4908,1,250.0,,2019.0,266.0,105.0,4391.0
4909,1,640.0,,2018.0,1058.0,114.0,0.0
4911,1,1209.0,,2018.0,265.0,1893.0,874.0
4916,1,1978.0,,2018.0,10301.0,1317.0,23878.0
4920,1,1113.0,,2018.0,3800.0,133.0,3897.0
4922,2,855.0,,2018.0,1619.0,800.0,310.0
4925,2,719.0,,2019.0,919.0,62.0,159.0
4926,1,1563.0,,2018.0,195.0,1605.0,0.0
4928,1,1520.0,,2018.0,7183.0,1419.0,0.0
4929,3,240.0,12000.0,2019.0,282.0,20.0,593.0
4932,1,2400.0,,2019.0,11186.0,138.0,0.0
4940,1,1376.0,,2018.0,431.0,219.0,9689.0
4941,1,534.0,,2018.0,3616.0,11.0,0.0
4947,1,1475.0,,2018.0,2108.0,218.0,4254.0
4952,3,2189.0,415417.0,2018.0,6258.0,425.0,0.0
4958,1,707.0,,2019.0,39274.0,6063.0,0.0
4961,2,205.0,,2018.0,1905.0,31.0,2943.0
4966,1,2193.0,,2018.0,5449.0,331.0,0.0
4971,2,1196.0,,2018.0,927.0,290.0,195.0
4972,1,967.0,,2018.0,1271.0,483.0,0.0
4976,1,5200.0,,2019.0,6519.0,2183.0,16802.0
4982,1,580.0,,2018.0,2175.0,40.0,573.0
4992,1,497.0,,2018.0,12167.0,251.0,0.0
4995,1,4463.0,,2018.0,680.0,672.0,29460.0
4998,2,1000.0,,2018.0,6815.0,5555.0,1553.0
5003,2,1098.0,,2018.0,970.0,275.0,0.0
5004,1,1400.0,,2018.0,986.0,481.0,386.0
5008,1,2760.0,,2018.0,1022.0,557.0,20345.0
5009,1,820.0,,2018.0,69915.0,12946.0,0.0
5011,1,1576.0,,2018.0,177340.0,10575.0,0.0
5012,1,2828.0,,2018.0,177.0,2242.0,0.0
5016,1,600.0,,2019.0,360904.0,4407.0,81352.0
5017,1,6000.0,,2019.0,616.0,942.0,29447.0
5026,1,600.0,,2018.0,9717.0,2032.0,63985.0
5027,1,640.0,,2020.0,1358.0,125.0,416.0
5030,2,2100.0,,2018.0,3835.0,764.0,16120.0
5032,1,727.0,,2018.0,844.0,352.0,731.0
5042,1,767.0,,2019.0,848.0,4534.0,3018.0
5062,1,858.0,,2019.0,2532.0,305.0,0.0
5063,1,505.0,,2019.0,2054.0,285.0,0.0
5064,3,1400.0,200000.0,2018.0,12813.0,12981.0,40925.0
5093,1,2873.0,,2019.0,2004.0,1488.0,30804.0
5094,1,25.0,,2019.0,389.0,2.0,49963.0
5096,1,1645.0,,2020.0,1248.0,157.0,658.0
5103,2,760.0,,2018.0,287.0,1884.0,266.0
5104,1,1900.0,,2019.0,539.0,407.0,47008.0
5113,1,404.0,,2018.0,499.0,80.0,0.0
5114,1,1279.0,,2018.0,2740.0,260.0,0.0
5117,1,630.0,,2019.0,8729.0,186.0,0.0
5121,1,4850.0,,2020.0,107184.0,1834.0,736812.0
5125,1,780.0,,2019.0,4012.0,464.0,11489.0
5131,1,632.0,,2018.0,475.0,14480.0,0.0
5134,1,220.0,,2018.0,739.0,17.0,1309.0
5138,1,659.0,,2019.0,5619.0,878.0,1534.0
5149,5,3200.0,,2019.0,2795.0,364.0,15481.0
5150,1,589.0,,2019.0,44.0,2953.0,597.0
5152,2,317.0,,2019.0,429.0,17.0,66.0
5155,2,1755.0,,2019.0,1723.0,157.0,198.0
5156,2,37.0,,2019.0,392.0,4.0,60.0
5157,2,47.0,,2019.0,30.0,16.0,7.0
5170,3,450.0,112000.0,2020.0,1312.0,476.0,0.0
5171,2,1077.0,,2019.0,1569.0,128.0,247.0
5183,2,1200.0,,2019.0,3404.0,152.0,337.0
5184,1,505.0,,2018.0,444.0,150.0,0.0
5186,2,366.0,,2019.0,813.0,60.0,211.0
5188,1,1400.0,,2018.0,2084.0,8331.0,34024.0
5193,2,449.0,,2019.0,611.0,36.0,140.0
5210,1,650.0,,2017.0,924.0,211.0,235.0
5211,2,1750.0,,2017.0,3305.0,1350.0,4018.0
5215,3,987.0,56254.0,2017.0,3653.0,730.0,8565.0
5220,3,338.0,103843.0,2017.0,5658.0,468.0,5739.0
5223,1,1037.0,,2018.0,9500.0,2700.0,0.0
5228,2,894.0,,2019.0,969.0,117.0,182.0
5233,1,2200.0,,2018.0,9171.0,1227.0,477.0
5234,1,518.0,,2018.0,172.0,163.0,4650.0
5235,1,1415.0,,2019.0,1358.0,23543.0,0.0
5251,2,432.0,,2019.0,843.0,42.0,133.0
5256,1,894.0,,2019.0,11558.0,2179.0,0.0
5257,1,711.0,,2019.0,1154.0,196.0,171.0
5260,1,963.0,,2018.0,818.0,94.0,3158.0
5268,5,257.0,,2019.0,214.0,1690.0,0.0
5274,1,3155.0,,2018.0,729342.0,50393.0,0.0
5282,1,3130.0,,2019.0,657.0,11.0,178.0
5283,1,1114.0,,2018.0,34889.0,3144.0,0.0
5285,1,700.0,,2018.0,155.0,74.0,0.0
5286,1,1029.0,,2018.0,46676.0,1942.0,0.0
5288,2,6000.0,,2019.0,9473.0,4949.0,0.0
5292,3,507.0,129134.0,2019.0,21142.0,804.0,0.0
5297,1,1076.0,,2018.0,16691.0,107.0,0.0
5298,1,1689.0,,2019.0,22351.0,241.0,0.0
5299,1,541.0,,2018.0,12949.0,122.0,0.0
5303,1,2300.0,,2019.0,824.0,736.0,436.0
5305,1,499.0,,2019.0,1600.0,637.0,18430.0
5310,1,5000.0,,2019.0,68798.0,4914.0,228100.0
5311,1,4999.0,,2019.0,1.0,83.0,304189.0
5312,1,4999.0,,2019.0,40704.0,848.0,361130.0
5313,1,4999.0,,2019.0,1073.0,783.0,485344.0
5314,1,4999.0,,2019.0,21458.0,7207.0,1987988.0
5320,1,1391.0,,2018.0,464.0,210.0,123.0
5331,2,2000.0,,2019.0,711.0,1075.0,0.0
5332,2,1400.0,,2019.0,220.0,425.0,69.0
5334,2,1400.0,,2019.0,3173.0,246.0,740.0
5335,1,2748.0,,2018.0,46492.0,731.0,0.0
5347,3,7767.0,2590000.0,2019.0,30994.0,4515.0,80676.0
5350,2,3200.0,,2019.0,2410.0,490.0,27113.0
5355,2,1190.0,,2019.0,1912.0,178.0,0.0
5367,2,7000.0,,2018.0,6006.0,4957.0,44603.0
5370,2,239.0,,2019.0,10.0,743.0,3816.0
5371,1,492.0,,2019.0,2839.0,175.0,21260.0
5372,1,490.0,,2019.0,7347.0,6.0,3749.0
5377,2,2800.0,,2019.0,2111.0,2881.0,857.0
5378,1,1584.0,,2019.0,138566.0,38293.0,136605.0
5382,1,2400.0,,2019.0,6568.0,1018.0,0.0
5384,1,1223.0,,2018.0,4670.0,533.0,0.0
5388,1,2242.0,,2018.0,39057.0,80.0,0.0
5395,1,1023.0,,2019.0,3902.0,2550.0,111729.0
5396,1,590.0,,2019.0,1380473.0,9041.0,0.0
5397,1,600.0,,2019.0,13936.0,1440.0,0.0
5403,1,1800.0,,2019.0,16170.0,113.0,0.0
5406,2,450.0,,2019.0,8176.0,234.0,0.0
5410,1,745.0,,2018.0,1245.0,487.0,474.0
5413,2,1408.0,,2019.0,2426.0,227.0,465.0
5421,3,3644.0,3300000.0,2018.0,98646.0,6333.0,79130.0
5428,1,2424.0,,2017.0,6680.0,2023.0,0.0
5435,1,4500.0,,2019.0,886.0,22.0,0.0
5436,1,836.0,,2018.0,5914.0,33.0,1580.0
5437,1,1574.0,,2019.0,298.0,990.0,0.0
5438,2,900.0,,2018.0,6028.0,1612.0,1716.0
5439,1,610.0,,2019.0,302.0,295.0,0.0
5447,2,560.0,,2018.0,392.0,289.0,1941.0
5453,1,720.0,,2019.0,2136.0,1268.0,0.0
5454,1,3557.0,,2019.0,11699.0,323.0,18655.0
5457,1,3080.0,,2019.0,65567.0,9640.0,2799.0
5458,1,3921.0,,2017.0,838.0,1433.0,35997.0
5460,1,1400.0,,2019.0,50027.0,2.0,0.0
5472,1,550.0,,2019.0,1529.0,23.0,404.0
5481,1,650.0,,2019.0,287.0,249.0,160.0
5486,1,1500.0,,2019.0,137111.0,9647.0,0.0
5489,1,996.0,,2018.0,1505.0,11.0,386.0
5492,5,595.0,,2020.0,440.0,256.0,60.0
5494,1,638.0,,2018.0,10209.0,2.0,0.0
5503,1,591.0,,2018.0,870.0,846.0,0.0
5506,1,877.0,,2019.0,296171.0,11873.0,0.0
5515,1,1360.0,,2019.0,6550.0,1956.0,0.0
5526,1,1666.0,,2019.0,2555.0,123.0,712.0
5527,1,1445.0,,2019.0,11311.0,1511.0,0.0
5528,1,3227.0,,2019.0,881.0,543.0,337.0
5529,2,2850.0,,2018.0,2823.0,810.0,27802.0
5531,1,5000.0,,2019.0,1350.0,320.0,0.0
5533,3,1500.0,77000.0,2019.0,4498.0,458.0,0.0
5537,1,751.0,,2019.0,3400.0,269.0,1007.0
5540,1,2300.0,,2019.0,8949.0,1310.0,2510.0
