scope_item_id,assessment_id,N2O,CO2,CH4,Other,total
1.0,335,39.0,7124.0,6.0,0.0,7169.0
1.0,335,0.0,7393.0,6.0,0.0,7399.0
1.0,337,0.0,38.0,0.0,0.0,38.0
1.0,337,0.0,83.0,0.0,0.0,83.0
1.0,338,0.0,664.0,0.0,0.0,664.0
1.0,340,12.0,1012.0,3.0,0.0,1027.0
1.0,340,0.0,1087.0,0.0,0.0,1087.0
1.0,341,0.0,2.0,0.0,0.0,2.0
1.0,341,0.0,0.0,0.0,0.0,0.0
1.0,342,0.0,391.0,0.0,0.0,391.0
1.0,346,25.0,2174.0,6.0,0.0,2205.0
1.0,346,0.0,3721.0,0.0,0.0,3721.0
1.0,349,0.0,10999.0,24.0,0.0,11023.0
1.0,352,17.0,1400.0,4.0,0.0,1421.0
1.0,352,0.0,1430.0,4.0,0.0,1434.0
1.0,354,38.0,3176.0,9.0,0.0,3223.0
1.0,354,0.0,3176.0,9.0,0.0,3185.0
1.0,355,22.0,2159.0,5.0,0.0,2186.0
1.0,355,0.0,2315.0,5.0,0.0,2320.0
1.0,357,9.0,877.0,2.0,0.0,888.0
1.0,357,0.0,810.0,2.0,0.0,812.0
1.0,361,0.0,172187.0,0.0,0.0,172187.0
1.0,361,0.0,211896.0,0.0,0.0,211896.0
1.0,363,29.0,2552.0,8.0,0.0,2589.0
1.0,363,0.0,3345.0,8.0,0.0,3353.0
1.0,364,0.0,158238.0,0.0,0.0,158238.0
1.0,364,0.0,187056.0,0.0,0.0,187056.0
1.0,365,0.0,1407.0,0.0,0.0,1407.0
1.0,365,0.0,2389.0,0.0,0.0,2389.0
1.0,366,88.0,9227.0,19.0,0.0,9334.0
1.0,373,46.0,4322.0,10.0,0.0,4378.0
1.0,374,6.0,537.0,2.0,0.0,545.0
1.0,374,0.0,573.0,2.0,0.0,575.0
1.0,375,0.0,53241.0,0.0,0.0,53241.0
1.0,375,0.0,67927.0,0.0,0.0,67927.0
1.0,377,149.0,12496.0,34.0,0.0,12679.0
1.0,377,0.0,15849.0,1.0,0.0,15850.0
1.0,381,0.0,0.0,0.0,0.0,0.0
1.0,387,0.0,0.0,0.0,26.0,26.0
1.0,387,0.0,0.0,0.0,32.0,32.0
1.0,401,0.0,0.0,0.0,0.0,0.0
1.0,402,28.0,2373.0,6.0,0.0,2407.0
1.0,406,0.0,4517.0,0.0,0.0,4517.0
1.0,406,0.0,4732.0,0.0,0.0,4732.0
1.0,407,0.0,1353.0,0.0,0.0,1353.0
1.0,407,0.0,1559.0,0.0,0.0,1559.0
1.0,409,7.0,565.0,2.0,0.0,574.0
1.0,409,0.0,487.0,1.0,0.0,488.0
1.0,414,0.0,225271.0,0.0,0.0,225271.0
1.0,415,0.0,126.0,0.0,0.0,126.0
1.0,415,0.0,199.0,0.0,0.0,199.0
1.0,416,328.0,28077.0,155.0,0.0,28560.0
1.0,424,0.0,4294.0,0.0,0.0,4294.0
1.0,424,0.0,3881.0,0.0,0.0,3881.0
1.0,427,11.0,960.0,3.0,0.0,974.0
1.0,427,0.0,1226.0,3.0,0.0,1229.0
1.0,428,4.0,412.0,1.0,0.0,417.0
1.0,428,0.0,380.0,1.0,0.0,381.0
1.0,429,34.0,3334.0,6.0,0.0,3374.0
1.0,429,0.0,3484.0,6.0,0.0,3490.0
1.0,430,107.0,9042.0,826.0,0.0,9975.0
1.0,430,0.0,12593.0,28.0,0.0,12621.0
1.0,431,13.0,1107.0,3.0,0.0,1123.0
1.0,431,0.0,1263.0,3.0,0.0,1266.0
1.0,433,0.0,83502.0,0.0,0.0,83502.0
1.0,434,0.0,107.0,0.0,0.0,107.0
1.0,436,0.0,0.0,0.0,0.0,0.0
1.0,436,0.0,2.0,0.0,0.0,2.0
1.0,438,0.0,1139.0,0.0,0.0,1139.0
1.0,439,0.0,744.0,0.0,11.0,755.0
1.0,440,12.0,1032.0,3.0,0.0,1047.0
1.0,440,0.0,1032.0,3.0,0.0,1035.0
1.0,441,2.0,142.0,0.0,0.0,144.0
1.0,441,0.0,142.0,0.0,0.0,142.0
1.0,443,0.0,0.0,0.0,0.0,0.0
1.0,443,0.0,0.0,0.0,0.0,
1.0,444,0.0,0.0,0.0,0.0,0.0
1.0,444,0.0,0.0,0.0,0.0,
1.0,446,0.0,0.0,0.0,0.0,0.0
1.0,446,0.0,0.0,0.0,0.0,
1.0,447,0.0,0.0,0.0,0.0,0.0
1.0,447,0.0,0.0,0.0,0.0,
1.0,448,0.0,0.0,0.0,0.0,0.0
1.0,448,0.0,0.0,0.0,0.0,
1.0,451,22.0,1813.0,5.0,0.0,1840.0
1.0,452,11.0,975.0,3.0,0.0,989.0
1.0,453,1.0,25188.0,2.0,1219.0,26410.0
1.0,453,0.0,30201.0,3.0,584.0,30788.0
1.0,454,0.0,71.0,0.0,0.0,71.0
1.0,455,11.0,1297.0,1.0,0.0,1309.0
1.0,455,16.0,2263.0,3.0,0.0,2282.0
1.0,457,0.0,0.0,0.0,0.0,0.0
1.0,462,0.0,192.0,0.0,0.0,192.0
1.0,462,0.0,202.0,0.0,0.0,202.0
1.0,463,0.0,248.0,0.0,0.0,248.0
1.0,466,0.0,794.0,0.0,0.0,794.0
1.0,466,0.0,660.0,0.0,0.0,660.0
1.0,467,4.0,334.0,1.0,0.0,339.0
1.0,473,4.0,340.0,1.0,0.0,345.0
1.0,474,0.0,5041.0,0.0,0.0,5041.0
1.0,474,0.0,5112.0,0.0,0.0,5112.0
1.0,475,3.0,287.0,1.0,0.0,291.0
1.0,477,10.0,881.0,2.0,0.0,893.0
1.0,477,0.0,0.0,0.0,0.0,
1.0,485,45.0,3763.0,10.0,0.0,3818.0
1.0,487,0.0,0.0,0.0,0.0,0.0
1.0,488,0.0,71.0,0.0,0.0,71.0
1.0,488,0.0,0.0,0.0,0.0,
1.0,494,0.0,85.0,0.0,0.0,85.0
1.0,497,11.0,915.0,2.0,0.0,928.0
1.0,497,0.0,1124.0,0.0,0.0,1124.0
1.0,499,9.0,753.0,2.0,0.0,764.0
1.0,499,0.0,19.0,0.0,0.0,19.0
1.0,500,6.0,492.0,15.0,0.0,513.0
1.0,507,87.0,7447.0,19.0,0.0,7553.0
1.0,507,0.0,0.0,0.0,6699.0,6699.0
1.0,510,556.0,52748.0,3284.0,0.0,56588.0
1.0,510,0.0,47174.0,2937.0,0.0,50111.0
1.0,512,0.0,0.0,0.0,0.0,0.0
1.0,512,0.0,0.0,0.0,0.0,
1.0,513,0.0,2385.0,0.0,0.0,2385.0
1.0,513,0.0,2764.0,0.0,0.0,2764.0
1.0,516,0.0,752.0,0.0,0.0,752.0
1.0,520,1060.0,99895.0,270.0,0.0,101225.0
1.0,522,0.0,2644.0,0.0,0.0,2644.0
1.0,522,0.0,2700.0,0.0,0.0,2700.0
1.0,525,0.0,22.0,0.0,0.0,22.0
1.0,525,0.0,31.0,0.0,0.0,31.0
1.0,526,0.0,198.0,0.0,0.0,198.0
1.0,526,0.0,297.0,0.0,0.0,297.0
1.0,528,0.0,27.0,0.0,0.0,27.0
1.0,528,0.0,40.0,0.0,0.0,40.0
1.0,529,0.0,1237.0,0.0,0.0,1237.0
1.0,529,0.0,2176.0,0.0,0.0,2176.0
1.0,530,0.0,2519.0,0.0,0.0,2519.0
1.0,530,0.0,3170.0,0.0,0.0,3170.0
1.0,531,0.0,1181.0,0.0,0.0,1181.0
1.0,531,0.0,2133.0,0.0,0.0,2133.0
1.0,532,0.0,259.0,0.0,0.0,259.0
1.0,532,0.0,245.0,0.0,0.0,245.0
1.0,533,0.0,1948.0,0.0,0.0,1948.0
1.0,533,0.0,2081.0,0.0,0.0,2081.0
1.0,535,9.0,770.0,2.0,0.0,781.0
1.0,538,172.0,15297.0,779.0,0.0,16248.0
1.0,538,0.0,14273.0,300.0,0.0,14573.0
1.0,539,0.0,0.0,0.0,0.0,0.0
1.0,553,0.0,1295.0,0.0,0.0,1295.0
1.0,553,0.0,1061.0,0.0,0.0,1061.0
1.0,561,52100.0,4530197.0,11535.0,0.0,4593832.0
1.0,561,0.0,6811489.0,17437.0,0.0,6828926.0
1.0,562,0.0,1122.0,0.0,0.0,1122.0
1.0,562,0.0,1851.0,0.0,0.0,1851.0
1.0,565,0.0,0.0,0.0,0.0,0.0
1.0,565,0.0,0.0,0.0,0.0,0.0
1.0,567,0.0,4879.0,0.0,0.0,4879.0
1.0,570,43.0,3579.0,10.0,0.0,3632.0
1.0,570,0.0,4322.0,10.0,0.0,4332.0
1.0,574,0.0,1389.0,0.0,0.0,1389.0
1.0,574,0.0,1394.0,0.0,0.0,1394.0
1.0,577,1.0,105.0,0.0,0.0,106.0
1.0,577,0.0,86.0,0.0,0.0,86.0
1.0,589,0.0,0.0,211.0,0.0,211.0
1.0,589,0.0,0.0,211.0,0.0,211.0
1.0,594,80.0,7126.0,18.0,0.0,7224.0
1.0,594,0.0,7202.0,0.0,0.0,7202.0
1.0,596,0.0,1348.0,0.0,0.0,1348.0
1.0,598,4.0,297.0,1.0,0.0,302.0
1.0,601,0.0,2087.0,0.0,0.0,2087.0
1.0,601,0.0,2809.0,0.0,0.0,2809.0
1.0,613,0.0,683.0,0.0,0.0,683.0
1.0,617,50.0,4262.0,11.0,0.0,4323.0
1.0,619,15.0,1269.0,3.0,0.0,1287.0
1.0,619,0.0,0.0,0.0,0.0,
1.0,624,0.0,3825.0,0.0,0.0,3825.0
1.0,627,0.0,394.0,0.0,0.0,394.0
1.0,630,0.0,4602.0,0.0,0.0,4602.0
1.0,630,0.0,5453.0,0.0,0.0,5453.0
1.0,631,0.0,43.0,0.0,0.0,43.0
1.0,631,0.0,4.0,0.0,0.0,4.0
1.0,633,35.0,3030.0,8.0,0.0,3073.0
1.0,636,0.0,612.0,0.0,0.0,612.0
1.0,639,0.0,2275.0,0.0,0.0,2275.0
1.0,644,339.0,28630.0,1459.0,0.0,30428.0
1.0,644,0.0,83114.0,1538.0,0.0,84652.0
1.0,645,84.0,7958.0,25.0,0.0,8067.0
1.0,645,0.0,7930.0,16.0,0.0,7946.0
1.0,647,3.0,5150.0,3.0,0.0,5156.0
1.0,647,0.0,5392.0,3.0,0.0,5395.0
1.0,648,2.0,176.0,0.0,0.0,178.0
1.0,649,2.0,3957.0,2.0,0.0,3961.0
1.0,649,0.0,3879.0,2.0,0.0,3881.0
1.0,652,46.0,3845.0,10.0,0.0,3901.0
1.0,652,0.0,4106.0,11.0,0.0,4117.0
1.0,671,1.0,51.0,0.0,0.0,52.0
1.0,672,0.0,0.0,23564.0,1087.0,24651.0
1.0,672,0.0,0.0,21800.0,610.0,22410.0
1.0,673,2.0,315.0,0.0,0.0,317.0
1.0,675,13.0,1095.0,3.0,0.0,1111.0
1.0,676,0.0,0.0,0.0,0.0,0.0
1.0,677,0.0,1722.0,0.0,0.0,1722.0
1.0,677,0.0,2086.0,0.0,0.0,2086.0
1.0,680,0.0,0.0,0.0,0.0,0.0
1.0,680,0.0,0.0,0.0,0.0,
1.0,681,0.0,5581.0,0.0,0.0,5581.0
1.0,681,0.0,6543.0,0.0,0.0,6543.0
1.0,683,0.0,0.0,0.0,0.0,0.0
1.0,686,0.0,0.0,0.0,0.0,0.0
1.0,687,14.0,1289.0,17.0,0.0,1320.0
1.0,688,0.0,77.0,0.0,0.0,77.0
1.0,689,10.0,860.0,4.0,0.0,874.0
1.0,690,0.0,0.0,0.0,0.0,0.0
1.0,691,5.0,400.0,1.0,0.0,406.0
1.0,694,11.0,959.0,36.0,0.0,1006.0
1.0,695,0.0,56.0,0.0,0.0,56.0
1.0,695,0.0,43.0,0.0,0.0,43.0
1.0,697,0.0,3570.0,0.0,0.0,3570.0
1.0,697,0.0,4227.0,0.0,0.0,4227.0
1.0,698,15.0,1292.0,3.0,0.0,1310.0
1.0,698,18.0,1538.0,4.0,0.0,1560.0
1.0,699,20.0,1685.0,4.0,0.0,1709.0
1.0,699,25.0,2126.0,6.0,0.0,2157.0
1.0,701,8.0,941.0,2.0,0.0,951.0
1.0,701,11.0,1208.0,2.0,0.0,1221.0
1.0,706,1788.0,145097.0,280.0,0.0,147165.0
1.0,706,0.0,168585.0,0.0,0.0,168585.0
1.0,709,18.0,1575.0,4.0,0.0,1597.0
1.0,710,0.0,8119.0,0.0,0.0,8119.0
1.0,710,0.0,10227.0,0.0,0.0,10227.0
1.0,711,0.0,29819.0,83.0,0.0,29902.0
1.0,711,0.0,32056.0,88.0,0.0,32144.0
1.0,713,18.0,1514.0,181.0,0.0,1713.0
1.0,715,0.0,7459.0,0.0,0.0,7459.0
1.0,715,0.0,9187.0,0.0,0.0,9187.0
1.0,719,0.0,49.0,0.0,0.0,49.0
1.0,719,0.0,74.0,0.0,0.0,74.0
1.0,720,36.0,3071.0,59.0,0.0,3166.0
1.0,723,109.0,11340.0,24.0,0.0,11473.0
1.0,725,0.0,149.0,4.0,0.0,153.0
1.0,727,12.0,1026.0,2.0,0.0,1040.0
1.0,727,10.0,850.0,2.0,0.0,862.0
1.0,728,1372.0,115416.0,388.0,0.0,117176.0
1.0,732,0.0,189.0,0.0,2.0,191.0
1.0,733,0.0,0.0,0.0,0.0,0.0
1.0,736,10.0,863.0,2.0,0.0,875.0
1.0,737,0.0,0.0,0.0,0.0,0.0
1.0,740,0.0,0.0,0.0,0.0,0.0
1.0,741,1124.0,84329.0,188.0,0.0,85641.0
1.0,741,1176.0,88130.0,198.0,0.0,89504.0
1.0,743,0.0,606.0,0.0,0.0,606.0
1.0,743,0.0,588.0,0.0,0.0,588.0
1.0,744,0.0,60.0,0.0,0.0,60.0
1.0,747,11.0,1265.0,62.0,0.0,1338.0
1.0,749,0.0,1022.0,0.0,0.0,1022.0
1.0,750,95.0,7008.0,16.0,0.0,7119.0
1.0,750,160.0,11650.0,27.0,0.0,11837.0
1.0,753,6.0,467.0,1.0,0.0,474.0
1.0,753,6.0,502.0,1.0,0.0,509.0
1.0,757,24.0,2078.0,5.0,0.0,2107.0
1.0,757,0.0,2644.0,0.0,0.0,2644.0
1.0,765,0.0,2323.0,0.0,0.0,2323.0
1.0,765,0.0,1806.0,0.0,0.0,1806.0
1.0,767,0.0,700.0,0.0,0.0,700.0
1.0,767,0.0,1148.0,0.0,0.0,1148.0
1.0,768,0.0,28.0,0.0,0.0,28.0
1.0,769,16.0,1176.0,3.0,0.0,1195.0
1.0,771,151.0,12742.0,49.0,0.0,12942.0
1.0,773,0.0,15546.0,0.0,0.0,15546.0
1.0,775,6.0,492.0,1.0,0.0,499.0
1.0,777,0.0,0.0,0.0,0.0,0.0
1.0,777,1.0,53.0,0.0,0.0,54.0
1.0,781,0.0,904.0,0.0,0.0,904.0
1.0,782,0.0,5381.0,0.0,0.0,5381.0
1.0,783,225.0,18947.0,51.0,0.0,19223.0
1.0,785,0.0,49.0,0.0,0.0,49.0
1.0,787,161.0,13989.0,36.0,0.0,14186.0
1.0,787,161.0,13989.0,36.0,0.0,14186.0
1.0,789,29.0,2660.0,6.0,0.0,2695.0
1.0,789,30.0,2763.0,6.0,0.0,2799.0
1.0,790,0.0,365.0,0.0,0.0,365.0
1.0,792,1626.0,155265.0,354.0,0.0,157245.0
1.0,792,1762.0,189263.0,369.0,0.0,191394.0
1.0,793,0.0,125252.0,0.0,0.0,125252.0
1.0,793,0.0,187056.0,0.0,0.0,187056.0
1.0,797,15.0,1259.0,3.0,0.0,1277.0
1.0,797,13.0,1057.0,3.0,0.0,1073.0
1.0,798,0.0,1295.0,0.0,0.0,1295.0
1.0,798,0.0,1207.0,0.0,0.0,1207.0
1.0,799,0.0,481.0,0.0,0.0,481.0
1.0,799,0.0,0.0,0.0,0.0,
1.0,800,0.0,130467.0,0.0,0.0,130467.0
1.0,800,0.0,187056.0,0.0,0.0,187056.0
1.0,801,0.0,1.0,0.0,0.0,1.0
1.0,802,11.0,930.0,2.0,0.0,943.0
1.0,804,482.0,42573.0,100.0,0.0,43155.0
1.0,804,567.0,50016.0,117.0,0.0,50700.0
1.0,805,0.0,25231.0,0.0,0.0,25231.0
1.0,805,0.0,29019.0,0.0,0.0,29019.0
1.0,806,14.0,1179.0,3.0,0.0,1196.0
1.0,807,17847.0,4343552.0,2382.0,0.0,4363781.0
1.0,807,43953.0,3457381.0,3219.0,0.0,3504553.0
1.0,808,0.0,137286.0,0.0,0.0,137286.0
1.0,808,0.0,187056.0,0.0,0.0,187056.0
1.0,811,43.0,3655.0,10.0,0.0,3708.0
